1,255,230,153
2,255,216,120
3,255,202,90
4,255,191,66
5,251,177,35
6,248,166,0
7,243,156,0
8,234,143,0
9,229,133,0
10,222,124,0
11,215,114,0
12,207,105,0
13,203,98,0
14,195,89,0
15,187,81,0
16,181,76,0
17,176,69,0
18,166,62,0
19,161,55,0
20,155,50,0
21,149,45,0
22,142,41,0
23,136,35,0
24,130,30,0
25,123,26,0
26,119,25,0
27,112,20,0
28,106,14,0
29,102,13,0
30,94,11,0
31,90,10,2
32,96,9,3
33,82,9,7
34,76,5,5
35,71,6,6
36,66,6,7
37,61,7,8
38,55,6,7
39,45,6,7
40,31,5,6
